x,y
529.6270751953125,372.4287109375
524.3165893554688,363.9685363769531
519.006103515625,355.5083923339844
513.6956481933594,347.0482177734375
508.3851623535156,338.58807373046875
503.0746765136719,330.1278991699219
497.76422119140625,321.6677551269531
492.4537353515625,313.20758056640625
487.14324951171875,304.7474365234375
481.832763671875,296.2872619628906
476.52227783203125,287.82708740234375
471.2117919921875,279.366943359375
465.90130615234375,270.9067687988281
460.5908203125,262.4466094970703
455.28033447265625,253.98638916015625
449.9698486328125,245.52622985839844
444.65936279296875,237.06607055664062
439.348876953125,228.6059112548828
434.03839111328125,220.145751953125
428.7279052734375,211.6855926513672
423.41741943359375,203.22543334960938
418.10693359375,194.76527404785156
412.7964782714844,186.30511474609375
407.4859924316406,177.84495544433594
402.1755065917969,169.38479614257812
396.8650207519531,160.92462158203125
391.5545349121094,152.46446228027344
386.24407958984375,144.00431060791016
380.93359375,135.54415130615234
375.62310791015625,127.083984375
370.3126220703125,118.62382507324219
365.00213623046875,110.16366577148438
359.691650390625,101.70350646972656
354.38116455078125,93.24334716796875
349.0707092285156,84.78318786621094
343.7602233886719,76.32302474975586
338.4497375488281,67.86286544799805
333.1392517089844,59.402706146240234
327.8287658691406,50.94254493713379
322.5182800292969,42.482383728027344
317.20782470703125,34.02222442626953
311.8973388671875,25.562063694000244
306.7447204589844,22.99163818359375
301.8953552246094,31.724288940429688
297.0459899902344,40.456939697265625
292.1966247558594,49.18959045410156
287.3472595214844,57.9222412109375
282.4978942871094,66.65489196777344
277.6485290527344,75.38753509521484
272.79917907714844,84.12018585205078
267.94981384277344,92.85283660888672
263.10044860839844,101.58548736572266
258.25108337402344,110.3181381225586
253.40171813964844,119.05078887939453
248.55235290527344,127.78343963623047
243.70298767089844,136.51608276367188
238.85362243652344,145.2487335205078
234.00425720214844,153.98138427734375
229.15489196777344,162.7140350341797
224.30552673339844,171.44668579101562
219.45616149902344,180.17933654785156
214.60679626464844,188.9119873046875
211.42166137695312,197.89181518554688
213.361572265625,207.6900634765625
215.02870178222656,217.5383758544922
216.41070556640625,227.43064880371094
217.4945526123047,237.3600311279297
218.26527404785156,247.31857299804688
218.70912170410156,257.29698181152344
218.8096160888672,267.2847900390625
218.55067443847656,277.2696228027344
217.91563415527344,287.237548828125
216.8871307373047,297.1724548339844
215.44740295410156,307.0562438964844
213.5803985595703,316.8681640625
211.2684783935547,326.5846862792969
208.49752807617188,336.180419921875
205.2541046142578,345.626708984375
201.5274658203125,354.8931884765625
197.3107147216797,363.94677734375
192.60089111328125,372.7540588378906
187.40016174316406,381.2803955078125
181.71578979492188,389.4922180175781
175.56082153320312,397.35748291015625
168.95350646972656,404.8468322753906
161.91696166992188,411.9343566894531
154.47592163085938,418.595947265625
146.65602111816406,424.80853271484375
138.48660278320312,430.5537109375
129.99951934814453,435.818359375
121.22904205322266,440.5960998535156
112.20928192138672,444.8851013183594
102.97406005859375,448.68804931640625
93.55569458007812,452.0120849609375
83.98488998413086,454.86761474609375
74.28968048095703,457.26788330078125
