x,y
239.55560302734375,62.2224006652832
245.79771423339844,54.40010452270508
251.7245330810547,46.33020210266113
258.0689697265625,38.589134216308594
265.5104522705078,31.921743392944336
274.6783905029297,28.129878044128418
281.6219482421875,34.41314506530762
290.5621032714844,38.88294792175293
299.9747314453125,42.293596267700195
309.3888244628906,45.69923400878906
318.2647399902344,50.31168174743652
327.0491638183594,55.1163215637207
335.9043884277344,59.78923034667969
344.81378173828125,64.35805892944336
353.76141357421875,68.85160064697266
362.7338562011719,73.29551696777344
371.7164001464844,77.71889877319336
380.6966857910156,82.14691162109375
389.6637268066406,86.60164642333984
398.7258605957031,90.85851287841797
407.9063415527344,94.85433197021484
417.1647033691406,98.66656494140625
426.4685974121094,102.36658477783203
435.78851318359375,106.0260238647461
445.0972900390625,109.71377563476562
454.3658142089844,113.50125885009766
463.561279296875,117.46247100830078
472.6436767578125,121.67597961425781
481.56207275390625,126.22565460205078
490.4460144042969,130.84324645996094
499.4237060546875,135.27626037597656
508.44073486328125,139.62893676757812
517.45068359375,143.99623107910156
526.4075927734375,148.47103881835938
535.2620849609375,153.14483642578125
543.9563598632812,158.10963439941406
552.4196166992188,163.4579315185547
560.563232421875,169.2803192138672
568.6969604492188,175.0946807861328
577.4114379882812,180.02488708496094
585.9810180664062,185.19931030273438
593.702392578125,191.5286407470703
596.2216796875,200.90127563476562
595.2080078125,210.85179138183594
593.337890625,220.68798828125
592.0216674804688,230.60882568359375
590.9650268554688,240.56533813476562
589.7168579101562,250.49974060058594
588.2994995117188,260.41143798828125
586.7349243164062,270.30101013183594
585.0451049804688,280.1699523925781
583.25146484375,290.0205078125
581.3748168945312,299.855712890625
579.4371948242188,309.6790771484375
577.4580078125,319.4940490722656
575.4608764648438,329.3055114746094
573.463623046875,339.11688232421875
571.4859008789062,348.9322509765625
569.5552368164062,358.7569885253906
567.8117065429688,368.6164245605469
566.2683715820312,378.5092468261719
564.8721313476562,388.42401123046875
563.5642700195312,398.35076904296875
562.2841796875,408.28131103515625
560.9705200195312,418.20733642578125
559.564453125,428.1206970214844
558.0018920898438,438.0103759765625
556.2269897460938,447.8642272949219
554.1832885742188,457.6656188964844
551.8214111328125,467.3951721191406
549.1776733398438,477.05206298828125
547.2145385742188,486.86712646484375
545.8427124023438,496.7847900390625
544.5004272460938,506.7066650390625
542.4166259765625,516.4928894042969
538.3456420898438,525.5973815917969
531.0709533691406,532.3396606445312
521.6084594726562,535.4484252929688
511.623779296875,536.0205078125
501.624755859375,536.5078125
491.6739807128906,537.6055297851562
481.8103332519531,539.3161010742188
472.0896911621094,541.70654296875
462.6070861816406,544.9091796875
453.5447082519531,549.1495361328125
444.1797790527344,552.4834594726562
434.1971130371094,553.0967407226562
424.1896667480469,552.7899169921875
414.1838073730469,552.8487548828125
404.238525390625,554.0054931640625
394.3258056640625,555.4141845703125
384.443603515625,557.0239868164062
374.588134765625,558.7907104492188
364.7530517578125,560.6678466796875
354.9302673339844,562.608154296875
345.1114501953125,564.568603515625
335.2874755859375,566.5032958984375
325.4503173828125,568.3692016601562
315.5918884277344,570.1192016601562
305.7059631347656,571.7062377929688
295.79046630859375,573.09619140625
285.9046936035156,574.6802978515625
276.0857849121094,576.6373901367188
266.3296661376953,578.8880615234375
256.6249542236328,581.3516845703125
246.95648193359375,583.9539184570312
237.303955078125,586.6153564453125
227.64810180664062,589.2637329101562
217.9683837890625,591.8236694335938
208.24598693847656,594.2167358398438
198.46705627441406,596.3650512695312
188.62229919433594,598.1878662109375
178.71121215820312,599.603759765625
