x,y
83,378
83.12976579740644,387.99597930908203
83.52530772984028,397.9849548339844
84.18869405984879,407.959716796875
85.1198638677597,417.9130554199219
86.31996822357178,427.8375549316406
87.78794550895691,437.7259826660156
89.524498462677,447.5708312988281
91.52818870544434,457.36473083496094
93.7978138923645,467.1004943847656
96.3322696685791,476.7707061767578
99.13010120391846,486.3679962158203
102.18880367279053,495.88536071777344
105.50612258911133,505.3157043457031
109.0795202255249,514.6520233154297
112.90620136260986,523.8874053955078
116.98315048217773,533.0150756835938
121.30709743499756,542.0283966064453
125.87470054626465,550.9207305908203
130.6821117401123,559.6857147216797
135.7255344390869,568.3170318603516
141.00094032287598,576.80859375
146.5042266845703,585.1542205810547
152.2311019897461,593.3480072021484
158.17713737487793,601.3842315673828
164.33788108825684,609.257080078125
170.708589553833,616.9610137939453
177.28448486328125,624.4905395507812
184.06080627441406,631.8402099609375
191.0325698852539,639.0047607421875
198.19469451904297,645.9790191650391
205.54204177856445,652.7578125
213.06926727294922,659.3363342285156
220.77096939086914,665.7096862792969
228.6417121887207,671.8731079101562
236.67587661743164,677.8219757080078
244.8677520751953,683.5516662597656
253.21147918701172,689.0578308105469
261.70119857788086,694.3361663818359
270.3308219909668,699.3825073242188
279.0941467285156,704.1930084228516
287.98485565185547,708.7636413574219
296.99659729003906,713.0906982421875
306.12291717529297,717.1708374023438
315.35704040527344,721.0006713867188
324.69212341308594,724.5773162841797
334.12134552001953,727.8978881835938
343.63763427734375,730.9598693847656
353.2339630126953,733.7610168457031
362.90319061279297,736.2988128662109
372.6381530761719,738.5717468261719
382.4313659667969,740.578857421875
392.2756652832031,742.3188171386719
402.1635208129883,743.7902069091797
412.08763122558594,744.9937133789062
422.0406265258789,745.9282836914062
432.01513671875,746.5950622558594
442.0039749145508,746.994140625
451.99983978271484,747.1273956298828
461.9957275390625,746.9941864013672
471.98463439941406,746.5951080322266
481.95916748046875,745.9283294677734
491.9121856689453,744.9937133789062
501.8362731933594,743.7902069091797
511.7241973876953,742.3188629150391
521.5684051513672,740.578857421875
531.3616638183594,738.5717926025391
541.0966491699219,736.2988128662109
550.7659454345703,733.7610168457031
560.3622741699219,730.9598693847656
569.8785858154297,727.8978881835938
579.3077392578125,724.5773620605469
588.6428680419922,721.0007171630859
597.8769226074219,717.1709289550781
607.0032196044922,713.0907897949219
616.0149841308594,708.7637329101562
624.9057159423828,704.1930999755859
633.6690521240234,699.3825988769531
642.2986755371094,694.3362579345703
650.7883605957031,689.0579223632812
659.1321563720703,683.5516662597656
667.3240203857422,677.8219757080078
675.3581848144531,671.8731536865234
683.2289276123047,665.7097320556641
690.9307098388672,659.33642578125
698.4579010009766,652.7578582763672
705.8053283691406,645.9789733886719
712.9674072265625,639.0047607421875
719.9391937255859,631.8402557373047
726.7154235839844,624.4905853271484
733.2913818359375,616.9609680175781
739.6621246337891,609.257080078125
745.82275390625,601.3842315673828
751.7687835693359,593.3480529785156
757.4956817626953,585.1541748046875
762.9990997314453,576.8085021972656
768.2744598388672,568.3169860839844
773.31787109375,559.6855773925781
778.1253051757812,550.9206390380859
782.69287109375,542.0283966064453
787.0169067382812,533.0149841308594
791.0938415527344,523.8873596191406
794.9204254150391,514.6520233154297
798.4938201904297,505.31561279296875
801.8111419677734,495.8851776123047
804.869873046875,486.36785888671875
807.6676788330078,476.77056884765625
810.2021789550781,467.10044860839844
812.4717254638672,457.36468505859375
814.4754943847656,447.5706481933594
816.2120666503906,437.72584533691406
817.6800689697266,427.83741760253906
818.8801422119141,417.9129638671875
819.8112335205078,407.95953369140625
820.4746246337891,397.98468017578125
820.8702239990234,387.9957504272461
820.9999542236328,377.9999313354492
820.8702239990234,368.0039978027344
820.4746246337891,358.0150680541992
819.8112335205078,348.04014587402344
818.8801422119141,338.08689880371094
817.6800231933594,328.1623764038086
816.2120666503906,318.2739715576172
814.4754943847656,308.4291687011719
812.4717254638672,298.6351776123047
810.2021789550781,288.8994369506836
807.6676788330078,279.2292709350586
804.869873046875,269.6319808959961
801.8111419677734,260.11463928222656
798.4937744140625,250.6841583251953
794.9204711914062,241.34793090820312
791.0938415527344,232.1125259399414
787.0169067382812,222.98485565185547
782.69287109375,213.97144317626953
778.1253051757812,205.0792236328125
773.3178253173828,196.31423950195312
768.2744140625,187.68281936645508
762.9990539550781,179.19132614135742
757.4956817626953,170.84567642211914
751.7688293457031,162.6518440246582
745.8227996826172,154.6157112121582
739.6621704101562,146.74275970458984
733.2913818359375,139.03888320922852
726.7154235839844,131.50935745239258
719.9391021728516,124.15967559814453
712.9673614501953,116.99513626098633
705.8051452636719,110.02092361450195
698.4579010009766,103.24210739135742
690.9306182861328,96.66346549987793
683.2289276123047,90.29014205932617
675.3581848144531,84.12677192687988
667.3240661621094,78.17792129516602
659.1322479248047,72.4482650756836
650.7884063720703,66.94205474853516
642.2987213134766,61.66372489929199
633.6690521240234,56.6173038482666
624.9058532714844,51.806931495666504
616.0151214599609,47.2362642288208
607.0033569335938,42.90922451019287
597.8768768310547,38.82905960083008
588.6427764892578,34.999199867248535
579.3078308105469,31.42265510559082
569.8784484863281,28.102027416229248
560.3623199462891,25.040069103240967
550.7659454345703,22.238908767700195
541.0966949462891,19.701136350631714
531.3618011474609,17.428178071975708
521.5684967041016,15.421090364456177
511.72438049316406,13.68115246295929
501.8362731933594,12.209728360176086
491.9121856689453,11.006204009056091
481.9593505859375,10.071604281663895
471.98463439941406,9.404767021536827
461.99597930908203,9.005785115528852
452.0000915527344,8.872566394507885
442.0041809082031,9.00578005425632
432.01536560058594,9.404765412211418
422.04076385498047,10.071596413850784
412.0878372192383,11.00619524717331
402.1637496948242,12.209723711013794
392.2756652832031,13.68113386631012
382.4315719604492,15.42106819152832
372.6383361816406,17.428144454956055
362.9034652709961,19.70108199119568
353.2341003417969,22.238884449005127
343.6375198364258,25.04011344909668
334.12132263183594,28.10207176208496
324.69207763671875,31.42266082763672
315.3571319580078,34.99921703338623
306.12298583984375,38.82909393310547
296.99671173095703,42.90916728973389
287.98490142822266,47.23623275756836
279.09412384033203,51.80691146850586
270.3309135437012,56.61731815338135
261.70130157470703,61.6637020111084
253.21139907836914,66.94215774536133
244.86787796020508,72.44817352294922
236.67593383789062,78.17792701721191
228.64178085327148,84.12673759460449
220.7711181640625,90.29009628295898
213.0692901611328,96.6635513305664
205.54208755493164,103.24206161499023
198.19474029541016,110.02094650268555
191.0325813293457,116.99517059326172
184.06078338623047,124.1597785949707
177.28453063964844,131.50935745239258
170.7086009979248,139.03883743286133
164.33792114257812,146.74272537231445
158.17708015441895,154.61577987670898
152.23117637634277,162.65177536010742
146.50419807434082,170.84576797485352
141.00101470947266,179.19126892089844
135.7255344390869,187.68291091918945
130.68206882476807,196.3143653869629
125.8747205734253,205.0792007446289
121.30703449249268,213.97167205810547
116.9831075668335,222.98487854003906
112.90616989135742,232.11261749267578
109.07950592041016,241.3479995727539
105.50610828399658,250.68431854248047
102.18880653381348,260.11461639404297
99.13012266159058,269.6319580078125
96.33226537704468,279.2293167114258
93.79779028892517,288.89957427978516
91.52820229530334,298.63524627685547
89.52449202537537,308.42926025390625
87.7879569530487,318.2739715576172
86.31997501850128,328.1624221801758
85.1198559999466,338.0870361328125
84.18868860602379,348.0402603149414
83.52530866861343,358.01499938964844
83.12976654618979,368.0039978027344
