0,0,33.96041012,204.2978058
0,0,42.11732388,198.5087891
0,0,50.45240784,192.978878
0,0,58.9015007,187.6244392
0,0,67.40763378,182.3609123
0,0,75.91658211,177.1019287
0,0,84.37535095,171.7627563
0,0,92.74398041,166.2833595
0,0,101.1046677,160.7917061
0,0,109.4766903,155.3173676
0,0,117.8603745,149.8608818
0,0,126.2561722,144.4230728
0,0,134.6637001,139.0033798
0,0,143.0831757,133.6023178
0,0,151.5151825,128.2208023
0,0,159.9592056,122.858181
0,0,168.4154854,117.5148888
0,0,176.8846054,112.1919727
0,0,185.3660049,106.8886833
0,0,193.8598785,101.6053638
0,0,202.3668785,96.3432045
0,0,210.8739128,91.08110237
0,0,219.3517761,85.77212524
0,0,227.8043823,80.42309952
0,0,236.2373734,75.04311752
0,0,244.6558533,69.64049339
0,0,253.0669403,64.2263937
0,0,261.4755554,58.80840015
0,0,269.8877411,53.3959341
0,0,278.3087845,47.99728966
0,0,286.7453918,42.62302113
0,0,295.2034225,37.28250837
0,0,303.6703568,31.95656681
0,0,312.4055176,27.16074777
0,0,322.3382797,27.18942595
0,0,332.2214661,28.71685171
0,0,342.0009689,30.81594419
0,0,351.7280121,33.14908838
0,0,361.4674835,35.42949247
0,0,371.2072754,37.70893526
0,0,380.9409332,40.01446629
0,0,390.6693039,42.34200573
0,0,400.3931198,44.68890285
0,0,410.1138916,47.04788208
0,0,419.8319855,49.41812801
0,0,429.5491638,51.79221344
0,0,439.2658844,54.16805267
0,0,448.9829712,56.54237556
0,0,458.7016144,58.91041565
0,0,468.4225922,61.26893997
0,0,478.1470947,63.6124239
0,0,487.8761292,65.93745422
0,0,497.6104736,68.23994827
0,0,507.3510895,70.51586342
0,0,517.0988007,72.76114845
0,0,526.8541565,74.97306824
0,0,536.6171112,77.15124512
0,0,546.3872986,79.29658318
0,0,556.1649017,81.40777206
0,0,565.9498291,83.48491478
0,0,575.7418518,85.52837753
0,0,585.5412445,87.53602028
0,0,595.3477325,89.50893021
0,0,605.1612701,91.44630051
0,0,614.982132,93.34639168
0,0,624.8099518,95.21002197
0,0,634.6138306,97.09494972
0,0,636.0761566,106.5133801
0,0,633.4169617,116.1366539
0,0,629.6499329,125.4024315
0,0,626.2230225,134.7927895
0,0,623.6724548,144.465004
0,0,621.2484131,154.1697311
0,0,618.9463196,163.9041557
0,0,616.7617798,173.6656227
0,0,614.6899872,183.4516602
0,0,612.7276917,193.2601852
0,0,610.8715973,203.0893784
0,0,609.1170349,212.9371796
0,0,607.4612122,222.802124
0,0,605.9014282,232.6826096
0,0,604.2678986,242.5510101
0,0,602.4238434,252.3824005
0,0,600.4442444,262.187561
0,0,598.4114532,271.981781
0,0,596.3981171,281.7800293
0,0,594.4924011,291.5996552
0,0,592.7709808,301.4533157
0,0,590.9829102,311.2949371
0,0,588.7957153,321.05439
0,0,585.88974,330.6222687
0,0,583.0719757,340.2022552
0,0,582.2650299,350.1613159
0,0,578.5936737,358.6244278
0,0,571.1075439,365.2539673
0,0,564.1220245,372.4115601
0,0,557.490448,379.8996353
0,0,551.0576782,387.559761
0,0,544.6615753,395.2505341
0,0,538.1387177,402.8337555
0,0,531.5555267,410.3648834
0,0,525.0945587,418.0012054
0,0,518.7140656,425.7049103
0,0,512.3683624,433.4373627
0,0,506.0144653,441.1631317
0,0,499.608017,448.8452759
0,0,492.8701477,456.232254
0,0,485.4772186,462.9674683
0,0,477.8202057,469.4039459
0,0,470.2811127,475.9768829
0,0,463.1782227,483.0174713
0,0,456.4605408,490.4281158
0,0,449.9243164,498.0001678
0,0,443.3533478,505.5419617
0,0,436.5326691,512.8575745
0,0,429.3018341,519.7673798
0,0,421.7452545,526.3204956
0,0,413.9706879,532.6140137
0,0,406.0752716,538.7557831
0,0,398.1534424,544.8634491
0,0,390.2954941,551.0527802
0,0,383.0236893,557.8847198
0,0,376.9892426,565.8602905
0,0,370.9022903,573.795166
0,0,363.6186066,580.5996857
0,0,354.1505661,583.5065308
0,0,344.1582718,583.6854248
0,0,334.1769867,583.0340271
0,0,324.1831818,582.6891022
0,0,314.1813431,582.5489807
0,0,304.1841736,582.2145386
0,0,294.1957016,581.6789093
0,0,284.220665,580.9346771
0,0,274.263916,579.9765778
0,0,264.3304672,578.8004913
0,0,254.4260178,577.401886
0,0,244.5556488,575.7798004
0,0,234.7213516,573.9509888
0,0,224.9076538,572.0144653
0,0,215.1103439,569.9968719
0,0,205.3267899,567.9131317
0,0,195.5540504,565.779541
0,0,185.7894592,563.6091919
0,0,176.0290451,561.4194336
0,0,166.2697983,559.2249603
0,0,156.508812,557.0379944
0,0,146.7420578,554.8773956
0,0,136.9665604,552.7559357
0,0,127.1793213,550.6899109
0,0,117.3773422,548.6944733
0,0,107.5586891,546.7835846
0,0,97.72051239,544.9759674
0,0,87.82091522,543.5509949
0,0,77.85886765,542.6591339
0,0,67.86596394,542.2294312
0,0,57.94887733,541.5300598
0,0,51.6349659,534.0644379
0,0,48.71990108,524.5135193
0,0,47.10806656,514.6445465
0,0,46.05039787,504.6978912
0,0,44.88458252,494.7634583
0,0,43.88192129,484.8108978
0,0,43.08933926,474.8397522
0,0,42.45956087,464.8566589
0,0,41.94543362,454.8669739
0,0,41.49907684,444.8738556
0,0,41.07177448,434.8799591
0,0,40.61684465,424.8875732
0,0,40.08481741,414.8986664
0,0,39.4283042,404.9175415
0,0,38.60039282,394.9489136
0,0,37.55386639,385.0011597
0,0,36.2442646,375.0846481
0,0,34.9925642,365.1619797
0,0,34.25115299,355.1869431
0,0,33.68843412,345.2000961
0,0,32.95874882,335.2242126
0,0,31.70703411,325.301796
0,0,29.989223,315.4476776
0,0,28.24524498,305.597908
0,0,26.8731513,295.6909637
0,0,26.24838758,285.7109604
0,0,26.23802209,275.7080231
0,0,26.23802137,265.7049713
0,0,26.23802137,255.7021027
0,0,26.23802066,245.6990509
0,0,26.23802066,235.6961823
0,0,26.22761869,225.6932678
0,0,25.6252178,215.7093048
0,0,26.2390027,205.7619171
0,0,35.55022049,203.8837357
